category,question,option_a,option_b,option_c,correct,explanation
防災題,在地震防災中，何謂「隔震建築」(Seismic Isolation Building)？,透過增加建築物本身的剛性與強度來抵抗地震力，使其在地震中盡力保持不動,在建築物內部裝設大量吸能阻尼器，用以吸收地震能量，但無法減少結構變形,在建築物基礎與上部結構之間設置隔震裝置，以延長建築物週期，減少地震力傳遞,C,隔震建築（Seismic Isolation Building）在建築物基礎與上部結構之間設置隔震裝置（如橡膠支承墊、滑動支承等），延長建築物自然振動週期，使其與地震週期錯開，減少地震力傳遞至上部結構。相較於傳統耐震建築，隔震建築可降低80%以上地震力，有效保護建築物及內部設施。
防災題,何者為「海嘯預警系統」的主要組成部分？,由氣象衛星與雷達構成，專門預測颱風路徑與降雨量,包括海底地震儀、海嘯浮標、潮位站及通訊傳播系統,專門用於災後搜救與醫療資源調度的地面指揮系統,B,海嘯預警系統主要組成包括：海底地震儀（偵測海底地震）、海嘯浮標（偵測海嘯波）、潮位站（監測海平面變化）及通訊傳播系統（發布警報）。系統偵測到可能引發海嘯的地震後，分析震央位置、規模、深度，計算海嘯波到達時間及波高，發布海嘯警報。太平洋海嘯警報中心（PTWC）負責太平洋區域海嘯預警。中央氣象署負責台灣海嘯警報發布，爭取疏散時間保護沿海民眾。
防災題,在颱風防災中，何謂「滯洪池」(Detention Pond)？,在豪雨期間，暫時儲存多餘雨水，以減輕下游排水系統負擔的設施,主要目的是長期儲存水資源，以作為日常民生用水的穩定來源,能完全消除洪水災害，使下游地區永遠不會再發生淹水的設施,A,滯洪池（Detention Pond）在豪雨期間暫時儲存多餘雨水，以減輕下游排水系統負擔的設施。滯洪池透過調節洪峰流量，避免短時間大量雨水湧入河川造成淹水。滯洪池平時為公園、運動場等多功能使用，豪雨時蓄水，雨後緩慢排放。台灣都會區廣設滯洪池，如台北市大湖公園、新北市新店陽光運動公園等。滯洪池為低衝擊開發（LID）策略之一，兼具防洪及景觀功能。
防災題,依《災害防救法》，何者為「災害防救深耕計畫」的主要目的？,由中央政府統一規劃並執行所有地方的防災事務與工作,培訓專業救災人員並定期實施演練以提升災害應變處理之能力,鼓勵地方政府及社區自主推動防災工作，提升在地防災韌性,C,災害防救深耕計畫主要目的為鼓勵地方政府及社區自主推動防災工作，提升在地防災韌性。深耕計畫由消防署推動，協助地方政府建立防災體系，培育防災士，建構韌性社區。計畫重點：在地化災害潛勢調查、社區防災地圖製作、避難收容處所規劃、防災演練、防災士培訓等。深耕計畫強調由下而上、社區參與，結合在地知識建立自主防災能量。提升地方防災韌性為計畫核心目標。
防災題,在地震防災中，何謂「緊急避難包」(Emergency Kit)？,災害發生時，提供個人在避難初期(黃金72小時)所需基本維生物資的背包,主要用於建築物倒塌受困時，提供個人長時間等待救援使用的維生工具,內容物以貴重財物為主，方便個人在災後能迅速重建家園的財產保全包,A,緊急避難包（Emergency Kit）又稱防災包，內含災害發生後黃金72小時所需基本維生物資，包括：飲用水、食物、手電筒、收音機、電池、急救用品、藥品、重要證件影本、現金、禦寒衣物、哨子等。平時準備放於易取處，災害時可快速帶走，提高生存機率。
防災題,何者為「防洪閘門」(Floodgate)的主要功能？,主要功能為過濾河川中的雜質與污染物，以淨化下游的水質,在河川或排水系統中，用於控制水流、阻擋洪水入侵或調節水位,在枯水期儲存水資源，以作為農業灌溉或工業用水的穩定來源,B,防洪閘門（Floodgate）在河川或排水系統中，用於控制水流、阻擋洪水入侵或調節水位。防洪閘門可控制水流方向及流量，防止外水（河川、海水）倒灌進入排水系統或低窪地區。台灣河川出海口、排水幹線多設置防洪閘門，配合潮汐及雨量調節啟閉。颱風豪雨時關閉閘門防止海水倒灌，平時開啟排放內水。防洪閘門需定期檢查維護，確保洪水時正常運作。
防災題,在火災預防中，何謂「防火管理」？,主要著重於建築物內部消防設備的定期檢查與維護，確保其功能正常,要求場所投保足額的火災保險，以確保災後能夠獲得理賠的財務計畫,針對特定場所，由防火管理人負責規劃、執行及督導火災預防及應變措施,C,防火管理指針對特定場所，由防火管理人負責規劃、執行及督導火災預防及應變措施。依消防法第13條規定，一定規模以上供公眾使用建築物，應設置防火管理人，制定消防防護計畫。防火管理人職責：擬訂消防防護計畫、實施滅火通報訓練、辦理消防安全設備維護、實施防火避難設施自行檢查等。防火管理人需經訓練合格，提升場所消防安全管理，預防火災發生。
防災題,何者為「坡地災害預警系統」的主要組成部分？,包括雨量站、地表位移監測儀、地下水位觀測井及預警發布機制,專指災後進行的坡地復育與植被重建等水土保持工程,包含大型擋土牆或防護網等永久性的硬體防災工程,A,坡地災害預警系統主要組成包括：雨量站（監測累積雨量及雨量強度）、地表位移監測儀（監測邊坡變形）、地下水位觀測井（監測地下水位變化）及預警發布機制。系統透過多元監測數據，評估坡地災害（土石流、邊坡崩塌）發生可能性，達警戒基準時發布警報。農業部水土保持署建置土石流警戒系統，結合雨量監測及土石流潛勢分析發布警戒。即時監測及預警可爭取疏散時間，降低坡地災害損失。
防災題,依《災害防救法》，何者為「災害防救業務計畫」的訂定機關？,各直轄市、縣(市)政府,中央災害防救業務主管機關,各鄉(鎮、市、區)公所,B,依災害防救法第19條規定，災害防救業務計畫由中央災害防救業務主管機關訂定。各中央部會依業務權責訂定業務計畫，例如：內政部訂定風災、震災、火災業務計畫，經濟部訂定水災、旱災業務計畫，交通部訂定空難、海難業務計畫等。業務計畫需依災害防救基本計畫訂定，報中央災害防救會報核定。業務計畫規範該災害之預防、應變、復原重建措施。應每二年檢討修正一次。
防災題,在地震防災中，何謂「耐震補強」(Seismic Retrofitting)？,目標是讓建築物在地震中完全不會損壞，達到零毀損的標準,在建築物內部增加消防灑水與排煙設備，以提升火災安全性,對既有建築物進行結構性改造，以提升其抵抗地震力的能力,C,耐震補強（Seismic Retrofitting）指對既有老舊建築物進行結構性改造，提升抵抗地震力能力。補強方法包括：增設剪力牆、鋼板補強、碳纖維包覆柱樑、增設鋼骨斜撐等。依建築物耐震能力評估結果，選擇適當補強方式。台灣位於地震帶，老舊建築物應定期評估並補強，確保安全。
防災題,何者為「海嘯警報」的發布單位？,內政部消防署,中央氣象署,國防部,B,中央氣象署（原中央氣象局）為海嘯警報發布單位。依氣象預報警報統一發布辦法規定，中央氣象署負責發布氣象、地震、海嘯等警報。海嘯警報分為：海嘯警報（預估沿海地區海嘯波高達3公尺以上）、海嘯警訊（預估波高0.5-3公尺）。中央氣象署接獲太平洋海嘯警報中心資訊或偵測到可能引發海嘯的地震後，立即分析發布警報，提醒沿海民眾疏散至高處。
防災題,在防洪工程中，何謂「分洪道」(Diversion Channel)？,在河川洪水位高漲時，將部分洪水引導至其他河道或滯洪區，以減輕主河道負擔的工程,專門用於淨化河川水質，過濾其中汙染物與垃圾，並改善生態環境的天然水道,在枯水期儲存上游水資源，以作為下游農業灌溉或工業用水的補充水源,A,分洪道（Diversion Channel）指在河川洪水位高漲時，將部分洪水引導至其他河道或滯洪區，以減輕主河道負擔的工程。分洪道可分散洪峰流量，降低主河道水位，避免潰堤淹水。台灣重要分洪工程如：二重疏洪道（淡水河）、員山子分洪道（基隆河）等。分洪道平時為公園綠地使用，洪水時啟用分洪。分洪道為重要防洪設施，提升河川防洪能力，保護下游地區安全。
